proc_cd,modifier,description,rate,rate_unit,region_type,region_value
75842,,VENOGRAPHY ADRENAL BILATERAL SELECTIVE RS&I,469.95,1,state,GA
75842,26,VENOGRAPHY ADRENAL BILATERAL SELECTIVE RS&I,207.33,1,state,GA
75842,TC,VENOGRAPHY ADRENAL BILATERAL SELECTIVE RS&I,262.62,1,state,GA
75860,,VENOGRAPHY VENOUS SINUS/JUGULAR CATH RS&I,371.22,1,state,GA
75860,26,VENOGRAPHY VENOUS SINUS/JUGULAR CATH RS&I,155.01,1,state,GA
75860,TC,VENOGRAPHY VENOUS SINUS/JUGULAR CATH RS&I,216.21,1,state,GA
75870,,VENOGRAPHY SUPERIOR SAGITTAL SINUS RS&I,460.08,1,state,GA
75870,26,VENOGRAPHY SUPERIOR SAGITTAL SINUS RS&I,169.82,1,state,GA
75870,TC,VENOGRAPHY SUPERIOR SAGITTAL SINUS RS&I,290.26,1,state,GA
75872,,VENOGRAPHY EPIDURAL RS&I,380.11,1,state,GA
75872,26,VENOGRAPHY EPIDURAL RS&I,157.97,1,state,GA
75872,TC,VENOGRAPHY EPIDURAL RS&I,222.14,1,state,GA
75880,,VENOGRAPHY ORBITAL RS&I,318.9,1,state,GA
75880,26,VENOGRAPHY ORBITAL RS&I,97.74,1,state,GA
75880,TC,VENOGRAPHY ORBITAL RS&I,221.16,1,state,GA
75885,,PRQ TRANSHEPATC PORTOGRAPY HEMODYN EVAL RS&I,403.81,1,state,GA
75885,26,PRQ TRANSHEPATC PORTOGRAPY HEMODYN EVAL RS&I,189.56,1,state,GA
75885,TC,PRQ TRANSHEPATC PORTOGRAPY HEMODYN EVAL RS&I,214.25,1,state,GA
75887,,PRQ TRANSHEPATC PORTOGRAPY W/O HEMODYN EVL INTRP,406.77,1,state,GA
75887,26,PRQ TRANSHEPATC PORTOGRAPY W/O HEMODYN EVL INTRP,190.55,1,state,GA
75887,TC,PRQ TRANSHEPATC PORTOGRAPY W/O HEMODYN EVL INTRP,216.22,1,state,GA
75889,,HEPATC VNGRPH WDG/FR HEMODYN EVAL RS&I,365.3,1,state,GA
75889,26,HEPATC VNGRPH WDG/FR HEMODYN EVAL RS&I,151.06,1,state,GA
75889,TC,HEPATC VNGRPH WDG/FR HEMODYN EVAL RS&I,214.24,1,state,GA
75891,,HEPATC VNGRPH WDG/FR W/O HEMODYN EVAL RS&I,367.28,1,state,GA
75891,26,HEPATC VNGRPH WDG/FR W/O HEMODYN EVAL RS&I,151.06,1,state,GA
75891,TC,HEPATC VNGRPH WDG/FR W/O HEMODYN EVAL RS&I,216.22,1,state,GA
75893,,VENOUS SAMPLING THRU CATH W/WO ANGIOGRAPHY RS&,311.0,1,state,GA
75893,26,VENOUS SAMPLING THRU CATH W/WO ANGIOGRAPHY RS&,74.05,1,state,GA
75893,TC,VENOUS SAMPLING THRU CATH W/WO ANGIOGRAPHY RS&,236.95,1,state,GA
75894,,TRANSCATHETER EMBOLIZATION ANY METH RS&I,0.0,1,state,GA
75894,26,TRANSCATHETER EMBOLIZATION ANY METH RS&I,208.32,1,state,GA
75894,TC,TRANSCATHETER EMBOLIZATION ANY METH RS&I,0.0,1,state,GA
75898,,ANGRPH CATH F-UP STD TCAT OTHER THAN THROMBYLSIS,0.0,1,state,GA
75898,26,ANGRPH CATH F-UP STD TCAT OTHER THAN THROMBYLSIS,265.58,1,state,GA
75898,TC,ANGRPH CATH F-UP STD TCAT OTHER THAN THROMBYLSIS,0.0,1,state,GA
75901,,MECHANICAL RMVL PERICATHETER OBSTR MATRL RS&I,673.34,1,state,GA
75901,26,MECHANICAL RMVL PERICATHETER OBSTR MATRL RS&I,65.16,1,state,GA
75901,TC,MECHANICAL RMVL PERICATHETER OBSTR MATRL RS&I,608.18,1,state,GA
75902,,MECHANICAL RMVL INTRALUMINAL OBSTR MATRL RS&I,259.66,1,state,GA
75902,26,MECHANICAL RMVL INTRALUMINAL OBSTR MATRL RS&I,52.33,1,state,GA
75902,TC,MECHANICAL RMVL INTRALUMINAL OBSTR MATRL RS&I,207.33,1,state,GA
75956,,EVASC RPR DESCND THORCIC AORTA SUBCLAV ORIG RS&I,0.0,1,state,GA
75956,26,EVASC RPR DESCND THORCIC AORTA SUBCLAV ORIG RS&I,965.58,1,state,GA
75956,TC,EVASC RPR DESCND THORCIC AORTA SUBCLAV ORIG RS&I,0.0,1,state,GA
75957,,EVASC RPR DESCND THORCIC AORTA CELIAC ORIG RS&I,0.0,1,state,GA
75957,26,EVASC RPR DESCND THORCIC AORTA CELIAC ORIG RS&I,829.33,1,state,GA
75957,TC,EVASC RPR DESCND THORCIC AORTA CELIAC ORIG RS&I,0.0,1,state,GA
75958,,PLMT PROX XTN PRSTH EVASC DESC THORAC AORTA RS&I,0.0,1,state,GA
75958,26,PLMT PROX XTN PRSTH EVASC DESC THORAC AORTA RS&I,544.0,1,state,GA
75958,TC,PLMT PROX XTN PRSTH EVASC DESC THORAC AORTA RS&I,0.0,1,state,GA
75959,,PLMT DSTL XTN PRSTH EVASC DESC THORAC AORTA RS&I,0.0,1,state,GA
75959,26,PLMT DSTL XTN PRSTH EVASC DESC THORAC AORTA RS&I,482.79,1,state,GA
75959,TC,PLMT DSTL XTN PRSTH EVASC DESC THORAC AORTA RS&I,0.0,1,state,GA
75970,,TRANSCATHETER BIOPSY RS&I,0.0,1,state,GA
75970,26,TRANSCATHETER BIOPSY RS&I,109.59,1,state,GA
75970,TC,TRANSCATHETER BIOPSY RS&I,0.0,1,state,GA
75984,,CHANGE PRQ TUBE/DRAINAGE CATH W CONTRAST RS&I,282.37,1,state,GA
75984,26,CHANGE PRQ TUBE/DRAINAGE CATH W CONTRAST RS&I,110.58,1,state,GA
75984,TC,CHANGE PRQ TUBE/DRAINAGE CATH W CONTRAST RS&I,171.79,1,state,GA
75989,,RADIOLOGICAL GUIDANCE PRQ DRG W/PLMT CATH RS&I,329.76,1,state,GA
75989,26,RADIOLOGICAL GUIDANCE PRQ DRG W/PLMT CATH RS&I,160.93,1,state,GA
75989,TC,RADIOLOGICAL GUIDANCE PRQ DRG W/PLMT CATH RS&I,168.83,1,state,GA
76000,,FLUOROSCOPY UP TO 1 HOUR PHYSICIAN/QHP TIME,126.37,1,state,GA
76000,26,FLUOROSCOPY UP TO 1 HOUR PHYSICIAN/QHP TIME,43.44,1,state,GA
76000,TC,FLUOROSCOPY UP TO 1 HOUR PHYSICIAN/QHP TIME,82.93,1,state,GA
76010,,RADEX FROM NOSE RECTUM FOREIGN BODY 1 VIEW CHLD,86.88,1,state,GA
76010,26,RADEX FROM NOSE RECTUM FOREIGN BODY 1 VIEW CHLD,24.68,1,state,GA
76010,TC,RADEX FROM NOSE RECTUM FOREIGN BODY 1 VIEW CHLD,62.2,1,state,GA
76080,,RADEX ABSCESS/FISTULA/SINUS TRACT RS&I,176.73,1,state,GA
76080,26,RADEX ABSCESS/FISTULA/SINUS TRACT RS&I,72.07,1,state,GA
76080,TC,RADEX ABSCESS/FISTULA/SINUS TRACT RS&I,104.66,1,state,GA
76098,,RADIOLOGICAL EXAMINATION SURGICAL SPECIMEN,126.37,1,state,GA
76098,26,RADIOLOGICAL EXAMINATION SURGICAL SPECIMEN,44.43,1,state,GA
76098,TC,RADIOLOGICAL EXAMINATION SURGICAL SPECIMEN,81.94,1,state,GA
76100,,RADEX 1 PLNE BODY SECTION OTH/THN W/UROGRAPY,264.6,1,state,GA
76100,26,RADEX 1 PLNE BODY SECTION OTH/THN W/UROGRAPY,80.96,1,state,GA
76100,TC,RADEX 1 PLNE BODY SECTION OTH/THN W/UROGRAPY,183.64,1,state,GA
76120,,CINERADIOGRAPY/VIDRADIOGRAPY XCPT WHERE SPEC,349.5,1,state,GA
76120,26,CINERADIOGRAPY/VIDRADIOGRAPY XCPT WHERE SPEC,56.28,1,state,GA
76120,TC,CINERADIOGRAPY/VIDRADIOGRAPY XCPT WHERE SPEC,293.22,1,state,GA
76125,,CINERADIOGRAPY/VIDRADIOGRAPY ROUTINE EXAMINATION,0.0,1,state,GA
76125,26,CINERADIOGRAPY/VIDRADIOGRAPY ROUTINE EXAMINATION,38.5,1,state,GA
76125,TC,CINERADIOGRAPY/VIDRADIOGRAPY ROUTINE EXAMINATION,0.0,1,state,GA
76140,,CONSLTJ X-RAY XM MADE ELSEWHERE WRTTN REPRT,0.0,1,state,GA
76145,,MEDICAL PHYSICS DOSE EVAL RADIATION EXPOS W/RPRT,2685.46,1,state,GA
76376,,3D RENDERING W/INTERP & POSTPROCESS SUPERVISION,74.05,1,state,GA
76376,26,3D RENDERING W/INTERP & POSTPROCESS SUPERVISION,27.64,1,state,GA
76376,TC,3D RENDERING W/INTERP & POSTPROCESS SUPERVISION,46.41,1,state,GA
76377,,3D RENDERING W/INTERP&POSTPROC DIFF WORK STATION,231.03,1,state,GA
76377,26,3D RENDERING W/INTERP&POSTPROC DIFF WORK STATION,110.58,1,state,GA
76377,TC,3D RENDERING W/INTERP&POSTPROC DIFF WORK STATION,120.45,1,state,GA
76380,,CT LIMITED/LOCALIZED FOLLOW UP STUDY,396.89,1,state,GA
76380,26,CT LIMITED/LOCALIZED FOLLOW UP STUDY,132.3,1,state,GA
76380,TC,CT LIMITED/LOCALIZED FOLLOW UP STUDY,264.59,1,state,GA
76390,,MRI SPECTROSCOPY,,1,state,GA
76390,26,MRI SPECTROSCOPY,,1,state,GA
76390,TC,MRI SPECTROSCOPY,,1,state,GA
76391,,MAGNETIC RESONANCE ELASTOGRAPHY,612.13,1,state,GA
76391,26,MAGNETIC RESONANCE ELASTOGRAPHY,153.03,1,state,GA
76391,TC,MAGNETIC RESONANCE ELASTOGRAPHY,459.1,1,state,GA
76496,,UNLISTED FLUOROSCOPIC PROCEDURE,,1,state,GA
76496,26,UNLISTED FLUOROSCOPIC PROCEDURE,,1,state,GA
76496,TC,UNLISTED FLUOROSCOPIC PROCEDURE,,1,state,GA
76497,,UNLISTED COMPUTED TOMOGRAPHY PROCEDURE,,1,state,GA
76497,26,UNLISTED COMPUTED TOMOGRAPHY PROCEDURE,,1,state,GA
76497,TC,UNLISTED COMPUTED TOMOGRAPHY PROCEDURE,,1,state,GA
76498,,UNLISTED MAGNETIC RESONANCE PROCEDURE,,1,state,GA
76498,26,UNLISTED MAGNETIC RESONANCE PROCEDURE,,1,state,GA
76498,TC,UNLISTED MAGNETIC RESONANCE PROCEDURE,,1,state,GA
76499,,UNLISTED DIAGNOSTIC RADIOGRAPHIC PROCEDURE,,1,state,GA
76499,26,UNLISTED DIAGNOSTIC RADIOGRAPHIC PROCEDURE,,1,state,GA
76499,TC,UNLISTED DIAGNOSTIC RADIOGRAPHIC PROCEDURE,,1,state,GA
76506,,ECHOENCEPHALOGRAPHY REAL TIME IMAGING,334.69,1,state,GA
76506,26,ECHOENCEPHALOGRAPHY REAL TIME IMAGING,90.83,1,state,GA
76506,TC,ECHOENCEPHALOGRAPHY REAL TIME IMAGING,243.86,1,state,GA
76510,,OPHTHALMIC US DX B-SCAN&QUAN A-SCAN SM PT ENCTR,203.38,1,state,GA
76510,26,OPHTHALMIC US DX B-SCAN&QUAN A-SCAN SM PT ENCTR,113.54,1,state,GA
76510,TC,OPHTHALMIC US DX B-SCAN&QUAN A-SCAN SM PT ENCTR,89.84,1,state,GA
76511,,OPHTHALMIC US DX QUANTITATIVE A-SCAN ONLY,168.83,1,state,GA
76511,26,OPHTHALMIC US DX QUANTITATIVE A-SCAN ONLY,103.67,1,state,GA
76511,TC,OPHTHALMIC US DX QUANTITATIVE A-SCAN ONLY,65.16,1,state,GA
76512,,OPHTHALMIC US DX B-SCAN W/WO NON-QUAN A-SCAN,142.17,1,state,GA
76512,26,OPHTHALMIC US DX B-SCAN W/WO NON-QUAN A-SCAN,88.86,1,state,GA
76512,TC,OPHTHALMIC US DX B-SCAN W/WO NON-QUAN A-SCAN,53.31,1,state,GA
76513,,DX OPHTHALMIC US ANT SEGMENT IMMERSION UNI/BI,222.14,1,state,GA
76513,26,DX OPHTHALMIC US ANT SEGMENT IMMERSION UNI/BI,93.79,1,state,GA
76513,TC,DX OPHTHALMIC US ANT SEGMENT IMMERSION UNI/BI,128.35,1,state,GA
76514,,OPHTHALMIC US DX CORNEAL PACHYMETRY UNI/BI,33.57,1,state,GA
76514,26,OPHTHALMIC US DX CORNEAL PACHYMETRY UNI/BI,22.71,1,state,GA
76514,TC,OPHTHALMIC US DX CORNEAL PACHYMETRY UNI/BI,10.86,1,state,GA
76516,,OPHTHALMIC BIOMETRY US ECHOGRAPY A-SCAN,138.22,1,state,GA
76516,26,OPHTHALMIC BIOMETRY US ECHOGRAPY A-SCAN,65.16,1,state,GA
76516,TC,OPHTHALMIC BIOMETRY US ECHOGRAPY A-SCAN,73.06,1,state,GA
76519,,OPH BMTRY US ECHOGRAPY A-SCAN IO LENS PWR CAL,201.41,1,state,GA
76519,26,OPH BMTRY US ECHOGRAPY A-SCAN IO LENS PWR CAL,87.87,1,state,GA
76519,TC,OPH BMTRY US ECHOGRAPY A-SCAN IO LENS PWR CAL,113.54,1,state,GA
76529,,OPHTHALMIC ULTRASONIC FOREIGN BODY LOCALIZATION,253.74,1,state,GA
76529,26,OPHTHALMIC ULTRASONIC FOREIGN BODY LOCALIZATION,93.79,1,state,GA
76529,TC,OPHTHALMIC ULTRASONIC FOREIGN BODY LOCALIZATION,159.95,1,state,GA
76536,,US SOFT TISSUE HEAD & NECK REAL TIME IMGE DOCM,326.8,1,state,GA
76536,26,US SOFT TISSUE HEAD & NECK REAL TIME IMGE DOCM,78.0,1,state,GA
76536,TC,US SOFT TISSUE HEAD & NECK REAL TIME IMGE DOCM,248.8,1,state,GA
76604,,US CHEST REAL TIME W/IMAGE DOCUMENTATION,168.83,1,state,GA
76604,26,US CHEST REAL TIME W/IMAGE DOCUMENTATION,78.98,1,state,GA
76604,TC,US CHEST REAL TIME W/IMAGE DOCUMENTATION,89.85,1,state,GA
76641,,US BREAST UNI REAL TIME WITH IMAGE COMPLETE,304.09,1,state,GA
76641,26,US BREAST UNI REAL TIME WITH IMAGE COMPLETE,101.69,1,state,GA
76641,TC,US BREAST UNI REAL TIME WITH IMAGE COMPLETE,202.4,1,state,GA
76642,,US BREAST UNI REAL TIME WITH IMAGE LIMITED,251.76,1,state,GA
76642,26,US BREAST UNI REAL TIME WITH IMAGE LIMITED,94.78,1,state,GA
76642,TC,US BREAST UNI REAL TIME WITH IMAGE LIMITED,156.98,1,state,GA
76700,,US ABDOMINAL REAL TIME W/IMAGE DOCUMENTATION,344.57,1,state,GA
76700,26,US ABDOMINAL REAL TIME W/IMAGE DOCUMENTATION,111.56,1,state,GA
76700,TC,US ABDOMINAL REAL TIME W/IMAGE DOCUMENTATION,233.01,1,state,GA
76705,,US ABDOMINAL REAL TIME W/IMAGE LIMITED,257.69,1,state,GA
76705,26,US ABDOMINAL REAL TIME W/IMAGE LIMITED,80.96,1,state,GA
76705,TC,US ABDOMINAL REAL TIME W/IMAGE LIMITED,176.73,1,state,GA
76706,,US ABDOMINAL AORTA REAL TIME SCREEN STUDY AAA,315.94,1,state,GA
76706,26,US ABDOMINAL AORTA REAL TIME SCREEN STUDY AAA,76.02,1,state,GA
76706,TC,US ABDOMINAL AORTA REAL TIME SCREEN STUDY AAA,239.92,1,state,GA
76770,,US RETROPERITONEAL REAL TIME W/IMAGE COMPLETE,320.87,1,state,GA
76770,26,US RETROPERITONEAL REAL TIME W/IMAGE COMPLETE,102.68,1,state,GA
76770,TC,US RETROPERITONEAL REAL TIME W/IMAGE COMPLETE,218.19,1,state,GA
76775,,US RETROPERITONEAL REAL TIME W/IMAGE LIMITED,176.73,1,state,GA
76775,26,US RETROPERITONEAL REAL TIME W/IMAGE LIMITED,79.97,1,state,GA
76775,TC,US RETROPERITONEAL REAL TIME W/IMAGE LIMITED,96.76,1,state,GA
76776,,US TRNSPLNT KIDNEY REAL TIME W/IMAGE DOCMTN,436.39,1,state,GA
76776,26,US TRNSPLNT KIDNEY REAL TIME W/IMAGE DOCMTN,104.65,1,state,GA
76776,TC,US TRNSPLNT KIDNEY REAL TIME W/IMAGE DOCMTN,331.74,1,state,GA
76800,,ULTRASOUND SPINAL CANAL & CONTENTS,512.41,1,state,GA
76800,26,ULTRASOUND SPINAL CANAL & CONTENTS,181.66,1,state,GA
76800,TC,ULTRASOUND SPINAL CANAL & CONTENTS,330.75,1,state,GA
76801,,US PREGNANT UTERUS 14 WK TRANSABDL 1/1ST GESTAT,347.53,1,state,GA
76801,26,US PREGNANT UTERUS 14 WK TRANSABDL 1/1ST GESTAT,137.23,1,state,GA
76801,TC,US PREGNANT UTERUS 14 WK TRANSABDL 1/1ST GESTAT,210.3,1,state,GA
76802,,US PREG UTERUS 14 WK TRANSABDL EACH GESTATION,177.71,1,state,GA
76802,26,US PREG UTERUS 14 WK TRANSABDL EACH GESTATION,115.51,1,state,GA
76802,TC,US PREG UTERUS 14 WK TRANSABDL EACH GESTATION,62.2,1,state,GA
76805,,US PREG UTERUS AFTER 1ST TRIMEST 1/1ST GESTATION,401.83,1,state,GA
76805,26,US PREG UTERUS AFTER 1ST TRIMEST 1/1ST GESTATION,138.22,1,state,GA
76805,TC,US PREG UTERUS AFTER 1ST TRIMEST 1/1ST GESTATION,263.61,1,state,GA
76810,,US PREG UTERUS > 1ST TRIMESTER ABDL EA GESTATIO,258.67,1,state,GA
76810,26,US PREG UTERUS > 1ST TRIMESTER ABDL EA GESTATIO,136.25,1,state,GA
76810,TC,US PREG UTERUS > 1ST TRIMESTER ABDL EA GESTATIO,122.42,1,state,GA
76811,,US PREG UTERUS W/DETAIL FETAL ANAT 1ST GESTATION,525.24,1,state,GA
76811,26,US PREG UTERUS W/DETAIL FETAL ANAT 1ST GESTATION,263.61,1,state,GA
76811,TC,US PREG UTERUS W/DETAIL FETAL ANAT 1ST GESTATION,261.63,1,state,GA
76812,,US PREG UTERUS DETAIL FETAL ANAT EXAM EA GESTAT,567.7,1,state,GA
76812,26,US PREG UTERUS DETAIL FETAL ANAT EXAM EA GESTAT,247.81,1,state,GA
76812,TC,US PREG UTERUS DETAIL FETAL ANAT EXAM EA GESTAT,319.89,1,state,GA
76813,,US FETAL NUCHAL TRANSLUCENCY 1ST GESTATION,342.59,1,state,GA
76813,26,US FETAL NUCHAL TRANSLUCENCY 1ST GESTATION,163.89,1,state,GA
76813,TC,US FETAL NUCHAL TRANSLUCENCY 1ST GESTATION,178.7,1,state,GA
76814,,US FETAL NUCHAL TRANSLUCENCY EA ADDL GESTATION,220.17,1,state,GA
76814,26,US FETAL NUCHAL TRANSLUCENCY EA ADDL GESTATION,137.23,1,state,GA
76814,TC,US FETAL NUCHAL TRANSLUCENCY EA ADDL GESTATION,82.94,1,state,GA
76815,,US PREGNANT UTERUS LIMITED 1/> FETUSES,239.91,1,state,GA
76815,26,US PREGNANT UTERUS LIMITED 1/> FETUSES,89.84,1,state,GA
76815,TC,US PREGNANT UTERUS LIMITED 1/> FETUSES,150.07,1,state,GA
76816,,US PREG UTERUS REAL TIME F/U TRNSABDL PER FETUS,325.81,1,state,GA
76816,26,US PREG UTERUS REAL TIME F/U TRNSABDL PER FETUS,118.48,1,state,GA
76816,TC,US PREG UTERUS REAL TIME F/U TRNSABDL PER FETUS,207.33,1,state,GA
76817,,US PREG UTERUS REAL TIME W/IMAGE DCMTN TRANSVAG,274.47,1,state,GA
76817,26,US PREG UTERUS REAL TIME W/IMAGE DCMTN TRANSVAG,104.65,1,state,GA
76817,TC,US PREG UTERUS REAL TIME W/IMAGE DCMTN TRANSVAG,169.82,1,state,GA
76818,,FETAL BIOPHYSICAL PROFILE NON-STRESS TESTING,351.48,1,state,GA
76818,26,FETAL BIOPHYSICAL PROFILE NON-STRESS TESTING,146.12,1,state,GA
76818,TC,FETAL BIOPHYSICAL PROFILE NON-STRESS TESTING,205.36,1,state,GA
76819,,FETAL BIOPHYSICAL PROFILE W/O NON-STRESS TESTING,253.74,1,state,GA
76819,26,FETAL BIOPHYSICAL PROFILE W/O NON-STRESS TESTING,106.63,1,state,GA
76819,TC,FETAL BIOPHYSICAL PROFILE W/O NON-STRESS TESTING,147.11,1,state,GA
76820,,DOPPLER VELOCIMETRY FETAL UMBILICAL ARTERY,132.3,1,state,GA
76820,26,DOPPLER VELOCIMETRY FETAL UMBILICAL ARTERY,69.11,1,state,GA
76820,TC,DOPPLER VELOCIMETRY FETAL UMBILICAL ARTERY,63.19,1,state,GA
76821,,DOPPLER VELOCIMETRY FETAL MIDDLE CEREBRAL ART,263.61,1,state,GA
76821,26,DOPPLER VELOCIMETRY FETAL MIDDLE CEREBRAL ART,97.74,1,state,GA
76821,TC,DOPPLER VELOCIMETRY FETAL MIDDLE CEREBRAL ART,165.87,1,state,GA
76825,,ECHO FETAL CARDIOVASC W/WO M-MODE RECORDING,775.03,1,state,GA
76825,26,ECHO FETAL CARDIOVASC W/WO M-MODE RECORDING,231.03,1,state,GA
76825,TC,ECHO FETAL CARDIOVASC W/WO M-MODE RECORDING,544.0,1,state,GA
76826,,ECHO FETAL CARDIOVASC W/WO M-MODE REPEAT STD,464.03,1,state,GA
76826,26,ECHO FETAL CARDIOVASC W/WO M-MODE REPEAT STD,114.53,1,state,GA
76826,TC,ECHO FETAL CARDIOVASC W/WO M-MODE REPEAT STD,349.5,1,state,GA
76827,,DOPPLER ECHO FETAL SPECTRAL DISPLAY COMPLETE,207.33,1,state,GA
76827,26,DOPPLER ECHO FETAL SPECTRAL DISPLAY COMPLETE,80.96,1,state,GA
76827,TC,DOPPLER ECHO FETAL SPECTRAL DISPLAY COMPLETE,126.37,1,state,GA
76828,,DOPPLER ECHO FETAL PULS SPECTRAL F/U/REPEAT,144.15,1,state,GA
76828,26,DOPPLER ECHO FETAL PULS SPECTRAL F/U/REPEAT,77.01,1,state,GA
76828,TC,DOPPLER ECHO FETAL PULS SPECTRAL F/U/REPEAT,67.14,1,state,GA
76830,,US TRANSVAGINAL,353.45,1,state,GA
76830,26,US TRANSVAGINAL,95.77,1,state,GA
76830,TC,US TRANSVAGINAL,257.68,1,state,GA
76831,,SALINE INFUS SONOHYSTEROGRAPHY W/COLOR DOPPLER,344.57,1,state,GA
76831,26,SALINE INFUS SONOHYSTEROGRAPHY W/COLOR DOPPLER,100.7,1,state,GA
76831,TC,SALINE INFUS SONOHYSTEROGRAPHY W/COLOR DOPPLER,243.87,1,state,GA
76856,,US PELVIC NONOBSTETRIC REAL-TIME IMAGE COMPLETE,311.99,1,state,GA
76856,26,US PELVIC NONOBSTETRIC REAL-TIME IMAGE COMPLETE,94.78,1,state,GA
76856,TC,US PELVIC NONOBSTETRIC REAL-TIME IMAGE COMPLETE,217.21,1,state,GA
76857,,US PELVIC NONOBSTETRIC IMAGE DCMTN LIMITED/F/U,146.12,1,state,GA
76857,26,US PELVIC NONOBSTETRIC IMAGE DCMTN LIMITED/F/U,68.12,1,state,GA
76857,TC,US PELVIC NONOBSTETRIC IMAGE DCMTN LIMITED/F/U,78.0,1,state,GA
76870,,US SCROTUM & CONTENTS,296.19,1,state,GA
76870,26,US SCROTUM & CONTENTS,87.87,1,state,GA
76870,TC,US SCROTUM & CONTENTS,208.32,1,state,GA
76872,,US TRANSRECTAL,596.33,1,state,GA
76872,26,US TRANSRECTAL,94.78,1,state,GA
76872,TC,US TRANSRECTAL,501.55,1,state,GA
76873,,US TRANSRCT PRSTATE VOL BRACHYTX PLNNING SPX,520.31,1,state,GA
76873,26,US TRANSRCT PRSTATE VOL BRACHYTX PLNNING SPX,223.13,1,state,GA
76873,TC,US TRANSRCT PRSTATE VOL BRACHYTX PLNNING SPX,297.18,1,state,GA
76881,,US COMPL JOINT R-T W/IMAGE DOCUMENTATION,158.96,1,state,GA
76881,26,US COMPL JOINT R-T W/IMAGE DOCUMENTATION,126.37,1,state,GA
76881,TC,US COMPL JOINT R-T W/IMAGE DOCUMENTATION,32.59,1,state,GA
76882,,US LMTD JT/FCL EVAL NONVASC XTR STRUX R-T W/IMG,187.59,1,state,GA
76882,26,US LMTD JT/FCL EVAL NONVASC XTR STRUX R-T W/IMG,95.77,1,state,GA
76882,TC,US LMTD JT/FCL EVAL NONVASC XTR STRUX R-T W/IMG,91.82,1,state,GA
76883,,US NRV&ACC STRUX 1 XTR COMPRE W/IMG PR EXTREMITY,211.28,1,state,GA
76883,26,US NRV&ACC STRUX 1 XTR COMPRE W/IMG PR EXTREMITY,168.83,1,state,GA
76883,TC,US NRV&ACC STRUX 1 XTR COMPRE W/IMG PR EXTREMITY,42.45,1,state,GA
76885,,US INFT HIPS R-T IMG DYNAMIC REQ PHYS/QHP MANJ,401.83,1,state,GA
76885,26,US INFT HIPS R-T IMG DYNAMIC REQ PHYS/QHP MANJ,102.68,1,state,GA
76885,TC,US INFT HIPS R-T IMG DYNAMIC REQ PHYS/QHP MANJ,299.15,1,state,GA
76886,,US INFT HIPS R-T IMG LMTD STATIC PHYS/QHP MANJ,295.2,1,state,GA
76886,26,US INFT HIPS R-T IMG LMTD STATIC PHYS/QHP MANJ,85.9,1,state,GA
76886,TC,US INFT HIPS R-T IMG LMTD STATIC PHYS/QHP MANJ,209.3,1,state,GA
76932,,US ENDOMYOCARDIAL BIOPSY RS&I,0.0,1,state,GA
76932,26,US ENDOMYOCARDIAL BIOPSY RS&I,104.65,1,state,GA
76932,TC,US ENDOMYOCARDIAL BIOPSY RS&I,0.0,1,state,GA
76936,,US CMPRN RPR ARTL PSEUDOARYSM/ARVEN FSTL,771.08,1,state,GA
76936,26,US CMPRN RPR ARTL PSEUDOARYSM/ARVEN FSTL,272.49,1,state,GA
76936,TC,US CMPRN RPR ARTL PSEUDOARYSM/ARVEN FSTL,498.59,1,state,GA
76937,,US VASC ACCESS SITS VSL PATENCY NDL ENTRY,113.54,1,state,GA
76937,26,US VASC ACCESS SITS VSL PATENCY NDL ENTRY,40.48,1,state,GA
76937,TC,US VASC ACCESS SITS VSL PATENCY NDL ENTRY,73.06,1,state,GA
76940,,US &MNTR PARENCHYMAL TISSUE ABLATION,0.0,1,state,GA
76940,26,US &MNTR PARENCHYMAL TISSUE ABLATION,292.24,1,state,GA
76940,TC,US &MNTR PARENCHYMAL TISSUE ABLATION,0.0,1,state,GA
76941,,US INTRAUTERINE FTL TFUJ/CORDOCNTS IMG S&I,0.0,1,state,GA
76941,26,US INTRAUTERINE FTL TFUJ/CORDOCNTS IMG S&I,186.6,1,state,GA
76941,TC,US INTRAUTERINE FTL TFUJ/CORDOCNTS IMG S&I,0.0,1,state,GA
76942,,US GUIDANCE NEEDLE PLACEMENT IMG S&I,171.79,1,state,GA
76942,26,US GUIDANCE NEEDLE PLACEMENT IMG S&I,87.87,1,state,GA
76942,TC,US GUIDANCE NEEDLE PLACEMENT IMG S&I,83.92,1,state,GA
76945,,US GUIDANCE CHORIONIC VILLUS SAMPLING IMG S&I,0.0,1,state,GA
76945,26,US GUIDANCE CHORIONIC VILLUS SAMPLING IMG S&I,92.81,1,state,GA
76945,TC,US GUIDANCE CHORIONIC VILLUS SAMPLING IMG S&I,0.0,1,state,GA
76946,,US GUIDANCE AMNIOCENTESIS IMG S&I,98.73,1,state,GA
76946,26,US GUIDANCE AMNIOCENTESIS IMG S&I,53.31,1,state,GA
76946,TC,US GUIDANCE AMNIOCENTESIS IMG S&I,45.42,1,state,GA
76948,,US GUIDANCE ASPIRATION OVA IMG S&I,238.93,1,state,GA
76948,26,US GUIDANCE ASPIRATION OVA IMG S&I,92.81,1,state,GA
76948,TC,US GUIDANCE ASPIRATION OVA IMG S&I,146.12,1,state,GA
76965,,US GUIDANCE INTERSTITIAL RADIOELMENT APPLICATION,279.41,1,state,GA
76965,26,US GUIDANCE INTERSTITIAL RADIOELMENT APPLICATION,197.46,1,state,GA
