ARIZONA PHYSICIANS' FEE SCHEDULE,,,,,
Radiology Codes 2024,,,,,
Radiology Conversion Factor $70.00,,,,,
,,,,,
,,,,,
Code,Category,FY24 NF RVU,FY24 FAC RVU,FY24 NF RBRVS Rate,FY24 FAC RBRVS Rate
85270 00,Pathology,0.546661699,0.546661699,37.17299552,37.17299552
85280 00,Pathology,0.59094435,0.59094435,40.18421583,40.18421583
85290 00,Pathology,0.499019674,0.499019674,33.93333781,33.93333781
85291 00,Pathology,0.278217211,0.278217211,18.91877035,18.91877035
85292 00,Pathology,0.578117651,0.578117651,39.31200029,39.31200029
85293 00,Pathology,0.578117651,0.578117651,39.31200029,39.31200029
85300 00,Pathology,0.361896153,0.361896153,24.60893838,24.60893838
85301 00,Pathology,0.330134803,0.330134803,22.44916657,22.44916657
85302 00,Pathology,0.366782514,0.366782514,24.94121096,24.94121096
85303 00,Pathology,0.422670274,0.422670274,28.74157866,28.74157866
85305 00,Pathology,0.35456661,0.35456661,24.1105295,24.1105295
85306 00,Pathology,0.467869119,0.467869119,31.81510008,31.81510008
85307 00,Pathology,0.467869119,0.467869119,31.81510008,31.81510008
85335 00,Pathology,0.393046708,0.393046708,26.72717611,26.72717611
85337 00,Pathology,0.52742165,0.52742165,35.86467222,35.86467222
85345 00,Pathology,0.143231473,0.143231473,9.739740168,9.739740168
85347 00,Pathology,0.130710172,0.130710172,8.888291667,8.888291667
85348 00,Pathology,0.137123521,0.137123521,9.324399436,9.324399436
85360 00,Pathology,0.256839379,0.256839379,17.46507779,17.46507779
85362 00,Pathology,0.210418944,0.210418944,14.30848822,14.30848822
85366 00,Pathology,2.457229067,2.457229067,167.0915765,167.0915765
85370 00,Pathology,0.379609213,0.379609213,25.8134265,25.8134265
85378 00,Pathology,0.296846464,0.296846464,20.18555958,20.18555958
85379 00,Pathology,0.310894754,0.310894754,21.14084326,21.14084326
85380 00,Pathology,0.310894754,0.310894754,21.14084326,21.14084326
85384 00,Pathology,0.296846464,0.296846464,20.18555958,20.18555958
85385 00,Pathology,0.441604926,0.441604926,30.02913493,30.02913493
85390 00,Pathology,0.47275548,0.47275548,32.14737266,32.14737266
85390 26,Pathology,1.06,1.06,72.08,72.08
85396 00,Pathology,0.57,0.57,38.76,38.76
85397 00,Pathology,0.942456985,0.942456985,64.08707496,64.08707496
85400 00,Pathology,0.235461547,0.235461547,16.01138522,16.01138522
85410 00,Pathology,0.235461547,0.235461547,16.01138522,16.01138522
85415 00,Pathology,0.52497847,0.52497847,35.69853592,35.69853592
85420 00,Pathology,0.199424631,0.199424631,13.5608749,13.5608749
85421 00,Pathology,0.310894754,0.310894754,21.14084326,21.14084326
85441 00,Pathology,0.128266991,0.128266991,8.722155374,8.722155374
85445 00,Pathology,0.208281161,0.208281161,14.16311897,14.16311897
85460 00,Pathology,0.236072343,0.236072343,16.0529193,16.0529193
85461 00,Pathology,0.285852151,0.285852151,19.43794626,19.43794626
85475 00,Pathology,0.270887669,0.270887669,18.42036147,18.42036147
85520 00,Pathology,0.399765455,0.399765455,27.18405092,27.18405092
85525 00,Pathology,0.361590755,0.361590755,24.58817134,24.58817134
85530 00,Pathology,0.399765455,0.399765455,27.18405092,27.18405092
85536 00,Pathology,0.210113547,0.210113547,14.28772118,14.28772118
85540 00,Pathology,0.262641934,0.262641934,17.85965148,17.85965148
85547 00,Pathology,0.262641934,0.262641934,17.85965148,17.85965148
85549 00,Pathology,0.572620495,0.572620495,38.93819363,38.93819363
85555 00,Pathology,0.228132005,0.228132005,15.51297634,15.51297634
85557 00,Pathology,0.40801119,0.40801119,27.7447609,27.7447609
85576 00,Pathology,0.760745415,0.760745415,51.73068818,51.73068818
85576 26,Pathology,0.52,0.52,35.36,35.36
85597 00,Pathology,0.54910488,0.54910488,37.33913182,37.33913182
85598 00,Pathology,0.54910488,0.54910488,37.33913182,37.33913182
85610 00,Pathology,0.131015569,0.131015569,8.909058704,8.909058704
85611 00,Pathology,0.120326653,0.120326653,8.182212422,8.182212422
85612 00,Pathology,0.534140397,0.534140397,36.32154702,36.32154702
85613 00,Pathology,0.292570898,0.292570898,19.89482107,19.89482107
85635 00,Pathology,0.300816633,0.300816633,20.45553106,20.45553106
85651 00,Pathology,0.130404774,0.130404774,8.86752463,8.86752463
85652 00,Pathology,0.082457351,0.082457351,5.607099883,5.607099883
85660 00,Pathology,0.168274076,0.168274076,11.44263717,11.44263717
85670 00,Pathology,0.176214414,0.176214414,11.98258012,11.98258012
85675 00,Pathology,0.209197354,0.209197354,14.22542007,14.22542007
85705 00,Pathology,0.294097886,0.294097886,19.99865625,19.99865625
85730 00,Pathology,0.183543956,0.183543956,12.480989,12.480989
85732 00,Pathology,0.197592245,0.197592245,13.43627268,13.43627268
85810 00,Pathology,0.356398996,0.356398996,24.23513172,24.23513172
85999 00,Pathology,0,0,BR,BR
86000 00,Pathology,0.213167523,0.213167523,14.49539155,14.49539155
86001 00,Pathology,0.238820921,0.238820921,16.23982263,16.23982263
86003 00,Pathology,0.159417546,0.159417546,10.84039311,10.84039311
86005 00,Pathology,0.243401885,0.243401885,16.55132817,16.55132817
86008 00,Pathology,0.547577892,0.547577892,37.23529663,37.23529663
86015 00,Pathology,0.368004105,0.368004105,25.02427911,25.02427911
86021 00,Pathology,0.459623384,0.459623384,31.25439009,31.25439009
86022 00,Pathology,0.561015386,0.561015386,38.14904624,38.14904624
86023 00,Pathology,0.380525406,0.380525406,25.87572761,25.87572761
86036 00,Pathology,0.368004105,0.368004105,25.02427911,25.02427911
86037 00,Pathology,0.368004105,0.368004105,25.02427911,25.02427911
86038 00,Pathology,0.369225695,0.369225695,25.10734726,25.10734726
86039 00,Pathology,0.340823718,0.340823718,23.17601285,23.17601285
86041 00,Pathology,0.561931579,0.561931579,38.21134735,38.21134735
86042 00,Pathology,0.561931579,0.561931579,38.21134735,38.21134735
86043 00,Pathology,0.368004105,0.368004105,25.02427911,25.02427911
86051 00,Pathology,0.35212343,0.35212343,23.94439321,23.94439321
86052 00,Pathology,0.368004105,0.368004105,25.02427911,25.02427911
86053 00,Pathology,1.152265134,1.152265134,78.35402911,78.35402911
86060 00,Pathology,0.222940246,0.222940246,15.15993672,15.15993672
86063 00,Pathology,0.176214414,0.176214414,11.98258012,11.98258012
86077 00,Pathology,1.58,1.44,107.44,97.92
86078 00,Pathology,1.58,1.44,107.44,97.92
86079 00,Pathology,1.58,1.44,107.44,97.92
86140 00,Pathology,0.158195955,0.158195955,10.75732496,10.75732496
86141 00,Pathology,0.395489888,0.395489888,26.8933124,26.8933124
86146 00,Pathology,0.777236885,0.777236885,52.85210816,52.85210816
86147 00,Pathology,0.777236885,0.777236885,52.85210816,52.85210816
86148 00,Pathology,0.490773939,0.490773939,33.37262782,33.37262782
86152 00,Pathology,7.658760941,7.658760941,520.795744,520.795744
86153 26,Pathology,0.98,0.98,66.64,66.64
86155 00,Pathology,0.488330758,0.488330758,33.20649153,33.20649153
86156 00,Pathology,0.246455861,0.246455861,16.75899854,16.75899854
86157 00,Pathology,0.246150463,0.246150463,16.7382315,16.7382315
86160 00,Pathology,0.366477117,0.366477117,24.92044393,24.92044393
86161 00,Pathology,0.366477117,0.366477117,24.92044393,24.92044393
86162 00,Pathology,0.620567917,0.620567917,42.19861838,42.19861838
86171 00,Pathology,0.305702995,0.305702995,20.78780364,20.78780364
86200 00,Pathology,0.395489888,0.395489888,26.8933124,26.8933124
86215 00,Pathology,0.404651816,0.404651816,27.5163235,27.5163235
86225 00,Pathology,0.419616299,0.419616299,28.5339083,28.5339083
86226 00,Pathology,0.36983649,0.36983649,25.14888133,25.14888133
86231 00,Pathology,0.369225695,0.369225695,25.10734726,25.10734726
86235 00,Pathology,0.547577892,0.547577892,37.23529663,37.23529663
86255 00,Pathology,0.368004105,0.368004105,25.02427911,25.02427911
86255 26,Pathology,0.52,0.52,35.36,35.36
86256 00,Pathology,0.368004105,0.368004105,25.02427911,25.02427911
86256 26,Pathology,0.52,0.52,35.36,35.36
86258 00,Pathology,0.368004105,0.368004105,25.02427911,25.02427911
86277 00,Pathology,0.480695818,0.480695818,32.68731562,32.68731562
86280 00,Pathology,0.250120632,0.250120632,17.00820298,17.00820298
86294 00,Pathology,0.780901656,0.780901656,53.1013126,53.1013126
86300 00,Pathology,0.6355324,0.6355324,43.21620318,43.21620318
86301 00,Pathology,0.6355324,0.6355324,43.21620318,43.21620318
86304 00,Pathology,0.6355324,0.6355324,43.21620318,43.21620318
86305 00,Pathology,0.6355324,0.6355324,43.21620318,43.21620318
86308 00,Pathology,0.158195955,0.158195955,10.75732496,10.75732496
86309 00,Pathology,0.197592245,0.197592245,13.43627268,13.43627268
86310 00,Pathology,0.225078029,0.225078029,15.30530598,15.30530598
86316 00,Pathology,0.6355324,0.6355324,43.21620318,43.21620318
86317 00,Pathology,0.457790998,0.457790998,31.12978787,31.12978787
86318 00,Pathology,0.552464253,0.552464253,37.56756922,37.56756922
86320 00,Pathology,0.913749611,0.913749611,62.13497352,62.13497352
86320 26,Pathology,0.52,0.52,35.36,35.36
86325 00,Pathology,0.706384642,0.706384642,48.03415567,48.03415567
86325 26,Pathology,0.52,0.52,35.36,35.36
86327 00,Pathology,0.913749611,0.913749611,62.13497352,62.13497352
86327 26,Pathology,0.63,0.63,42.84,42.84
86328 00,Pathology,1.38284032,1.38284032,94.03314175,94.03314175
86329 00,Pathology,0.429083624,0.429083624,29.17768643,29.17768643
86331 00,Pathology,0.365866321,0.365866321,24.87890985,24.87890985
86332 00,Pathology,0.744253944,0.744253944,50.60926821,50.60926821
86334 00,Pathology,0.682258232,0.682258232,46.39355978,46.39355978
86334 26,Pathology,0.52,0.52,35.36,35.36
86335 00,Pathology,0.896341948,0.896341948,60.95125244,60.95125244
86335 26,Pathology,0.52,0.52,35.36,35.36
86336 00,Pathology,0.476114854,0.476114854,32.37581007,32.37581007
86337 00,Pathology,0.653856256,0.653856256,44.46222537,44.46222537
86340 00,Pathology,0.460539577,0.460539577,31.3166912,31.3166912
86341 00,Pathology,0.719822136,0.719822136,48.94790528,48.94790528
86343 00,Pathology,0.380525406,0.380525406,25.87572761,25.87572761
86344 00,Pathology,0.317308103,0.317308103,21.57695103,21.57695103
86352 00,Pathology,4.149131755,4.149131755,282.1409593,282.1409593
86353 00,Pathology,1.497364419,1.497364419,101.8207805,101.8207805
86355 00,Pathology,1.152265134,1.152265134,78.35402911,78.35402911
86356 00,Pathology,0.817854765,0.817854765,55.61412403,55.61412403
86357 00,Pathology,1.152265134,1.152265134,78.35402911,78.35402911
86359 00,Pathology,1.152265134,1.152265134,78.35402911,78.35402911
86360 00,Pathology,1.434757911,1.434757911,97.56353797,97.56353797
86361 00,Pathology,0.817854765,0.817854765,55.61412403,55.61412403
86362 00,Pathology,0.368004105,0.368004105,25.02427911,25.02427911
86363 00,Pathology,1.152265134,1.152265134,78.35402911,78.35402911
86364 00,Pathology,0.35212343,0.35212343,23.94439321,23.94439321
86366 00,Pathology,0.561931579,0.561931579,38.21134735,38.21134735
86367 00,Pathology,2.375382511,2.375382511,161.5260107,161.5260107
86376 00,Pathology,0.444353504,0.444353504,30.21603826,30.21603826
86381 00,Pathology,0.777236885,0.777236885,52.85210816,52.85210816
86382 00,Pathology,0.516427337,0.516427337,35.1170589,35.1170589
86384 00,Pathology,0.41564613,0.41564613,28.26393682,28.26393682
86386 00,Pathology,0.665155967,0.665155967,45.23060573,45.23060573
86403 00,Pathology,0.352428827,0.352428827,23.96516024,23.96516024
86406 00,Pathology,0.324943043,0.324943043,22.09612695,22.09612695
86408 00,Pathology,1.286640077,1.286640077,87.49152522,87.49152522
86409 00,Pathology,-,-,349.52,349.52
86413 00,Pathology,-,-,170.68,170.68
86430 00,Pathology,0.187514125,0.187514125,12.75096048,12.75096048
86431 00,Pathology,0.173160438,0.173160438,11.77490976,11.77490976
86480 00,Pathology,1.892854307,1.892854307,128.7140929,128.7140929
86481 00,Pathology,3.053975971,3.053975971,207.6703661,207.6703661
86485 00,Pathology,-,-,66.64,66.64
86486 00,Pathology,0.19,0.19,12.92,12.92
86490 00,Pathology,2.29,2.29,155.72,155.72
86510 00,Pathology,0.23,0.23,15.64,15.64
86580 00,Pathology,0.31,0.31,21.08,21.08
86590 00,Pathology,0.386633358,0.386633358,26.29106834,26.29106834
86592 00,Pathology,0.130404774,0.130404774,8.86752463,8.86752463
86593 00,Pathology,0.134374943,0.134374943,9.137496106,9.137496106
86596 00,Pathology,0.368004105,0.368004105,25.02427911,25.02427911
86602 00,Pathology,0.310894754,0.310894754,21.14084326,21.14084326
86603 00,Pathology,0.393046708,0.393046708,26.72717611,26.72717611
86606 00,Pathology,0.459623384,0.459623384,31.25439009,31.25439009
86609 00,Pathology,0.393352105,0.393352105,26.74794315,26.74794315
86611 00,Pathology,0.310894754,0.310894754,21.14084326,21.14084326
86612 00,Pathology,0.3939629,0.3939629,26.78947722,26.78947722
86615 00,Pathology,0.402819431,0.402819431,27.39172128,27.39172128
86617 00,Pathology,0.473060878,0.473060878,32.1681397,32.1681397
86618 00,Pathology,0.520092108,0.520092108,35.36626334,35.36626334
86619 00,Pathology,0.408621985,0.408621985,27.78629498,27.78629498
86622 00,Pathology,0.272720054,0.272720054,18.54496369,18.54496369
86625 00,Pathology,0.400681647,0.400681647,27.24635203,27.24635203
86628 00,Pathology,0.366782514,0.366782514,24.94121096,24.94121096
86631 00,Pathology,0.36097996,0.36097996,24.54663727,24.54663727
86632 00,Pathology,0.387244153,0.387244153,26.33260242,26.33260242
86635 00,Pathology,0.350291044,0.350291044,23.81979099,23.81979099
86638 00,Pathology,0.370141888,0.370141888,25.16964837,25.16964837
86641 00,Pathology,0.440077938,0.440077938,29.92529975,29.92529975
86644 00,Pathology,0.439467142,0.439467142,29.88376568,29.88376568
86645 00,Pathology,0.514594951,0.514594951,34.99245668,34.99245668
86648 00,Pathology,0.464509745,0.464509745,31.58666268,31.58666268
86651 00,Pathology,0.402819431,0.402819431,27.39172128,27.39172128
86652 00,Pathology,0.402819431,0.402819431,27.39172128,27.39172128
86653 00,Pathology,0.402819431,0.402819431,27.39172128,27.39172128
86654 00,Pathology,0.402819431,0.402819431,27.39172128,27.39172128
86658 00,Pathology,0.397933069,0.397933069,27.0594487,27.0594487
86663 00,Pathology,0.400681647,0.400681647,27.24635203,27.24635203
86664 00,Pathology,0.466952926,0.466952926,31.75279897,31.75279897
86665 00,Pathology,0.553991241,0.553991241,37.6714044,37.6714044
86666 00,Pathology,0.310894754,0.310894754,21.14084326,21.14084326
86668 00,Pathology,0.432442998,0.432442998,29.40612383,29.40612383
86671 00,Pathology,0.374112057,0.374112057,25.43961984,25.43961984
86674 00,Pathology,0.449545263,0.449545263,30.56907788,30.56907788
86677 00,Pathology,0.514594951,0.514594951,34.99245668,34.99245668
86682 00,Pathology,0.397322274,0.397322274,27.01791462,27.01791462
86684 00,Pathology,0.483749794,0.483749794,32.89498598,32.89498598
86687 00,Pathology,0.277606416,0.277606416,18.87723627,18.87723627
86688 00,Pathology,0.427556636,0.427556636,29.07385125,29.07385125
86689 00,Pathology,0.59094435,0.59094435,40.18421583,40.18421583
86692 00,Pathology,0.524062277,0.524062277,35.63623481,35.63623481
86694 00,Pathology,0.439467142,0.439467142,29.88376568,29.88376568
86695 00,Pathology,0.402819431,0.402819431,27.39172128,27.39172128
86696 00,Pathology,0.59094435,0.59094435,40.18421583,40.18421583
86698 00,Pathology,0.421143286,0.421143286,28.63774348,28.63774348
86701 00,Pathology,0.271498464,0.271498464,18.46189554,18.46189554
86702 00,Pathology,0.412897551,0.412897551,28.07703349,28.07703349
86703 00,Pathology,0.418700106,0.418700106,28.47160719,28.47160719
86704 00,Pathology,0.368004105,0.368004105,25.02427911,25.02427911
86705 00,Pathology,0.359452972,0.359452972,24.44280208,24.44280208
86706 00,Pathology,0.327997019,0.327997019,22.30379731,22.30379731
86707 00,Pathology,0.35334502,0.35334502,24.02746135,24.02746135
86708 00,Pathology,0.378387623,0.378387623,25.73035835,25.73035835
86709 00,Pathology,0.343877694,0.343877694,23.38368322,23.38368322
86710 00,Pathology,0.413813744,0.413813744,28.1393346,28.1393346
86711 00,Pathology,0.515816542,0.515816542,35.07552483,35.07552483
86713 00,Pathology,0.467258324,0.467258324,31.77356601,31.77356601
86717 00,Pathology,0.374112057,0.374112057,25.43961984,25.43961984
86720 00,Pathology,0.494744107,0.494744107,33.6425993,33.6425993
86723 00,Pathology,0.402819431,0.402819431,27.39172128,27.39172128
86727 00,Pathology,0.393046708,0.393046708,26.72717611,26.72717611
86732 00,Pathology,0.458096396,0.458096396,31.15055491,31.15055491
86735 00,Pathology,0.398543864,0.398543864,27.10098277,27.10098277
86738 00,Pathology,0.404346419,0.404346419,27.49555647,27.49555647
86741 00,Pathology,0.402819431,0.402819431,27.39172128,27.39172128
86744 00,Pathology,0.488330758,0.488330758,33.20649153,33.20649153
86747 00,Pathology,0.459012589,0.459012589,31.21285602,31.21285602
86750 00,Pathology,0.402819431,0.402819431,27.39172128,27.39172128
86753 00,Pathology,0.378387623,0.378387623,25.73035835,25.73035835
86756 00,Pathology,0.485276782,0.485276782,32.99882117,32.99882117
86757 00,Pathology,0.59094435,0.59094435,40.18421583,40.18421583
86759 00,Pathology,0.55673982,0.55673982,37.85830773,37.85830773
86762 00,Pathology,0.439467142,0.439467142,29.88376568,29.88376568
86765 00,Pathology,0.393352105,0.393352105,26.74794315,26.74794315
86768 00,Pathology,0.402819431,0.402819431,27.39172128,27.39172128
86769 00,Pathology,1.286640077,1.286640077,87.49152522,87.49152522
86771 00,Pathology,0.747613318,0.747613318,50.83770561,50.83770561
86774 00,Pathology,0.451988444,0.451988444,30.73521418,30.73521418
86777 00,Pathology,0.439467142,0.439467142,29.88376568,29.88376568
86778 00,Pathology,0.440077938,0.440077938,29.92529975,29.92529975
86780 00,Pathology,0.404346419,0.404346419,27.49555647,27.49555647
86784 00,Pathology,0.383579382,0.383579382,26.08339798,26.08339798
86787 00,Pathology,0.393352105,0.393352105,26.74794315,26.74794315
86788 00,Pathology,0.514594951,0.514594951,34.99245668,34.99245668
86789 00,Pathology,0.439467142,0.439467142,29.88376568,29.88376568
86790 00,Pathology,0.393352105,0.393352105,26.74794315,26.74794315
86793 00,Pathology,0.402819431,0.402819431,27.39172128,27.39172128
86794 00,Pathology,0.514594951,0.514594951,34.99245668,34.99245668
86800 00,Pathology,0.485887577,0.485887577,33.04035524,33.04035524
86803 00,Pathology,0.435802371,0.435802371,29.63456124,29.63456124
86804 00,Pathology,0.473060878,0.473060878,32.1681397,32.1681397
86805 00,Pathology,5.787589863,5.787589863,393.5561107,393.5561107
86806 00,Pathology,1.453387165,1.453387165,98.8303272,98.8303272
86807 00,Pathology,2.401952101,2.401952101,163.3327429,163.3327429
86808 00,Pathology,0.906420068,0.906420068,61.63656464,61.63656464
86812 00,Pathology,0.788231198,0.788231198,53.59972148,53.59972148
86813 00,Pathology,1.771306063,1.771306063,120.4488123,120.4488123
86816 00,Pathology,0.921384551,0.921384551,62.65414944,62.65414944
86817 00,Pathology,3.241490096,3.241490096,220.4213265,220.4213265
86821 00,Pathology,1.116533615,1.116533615,75.92428583,75.92428583
86825 00,Pathology,3.343798291,3.343798291,227.3782838,227.3782838
86826 00,Pathology,1.115617422,1.115617422,75.86198472,75.86198472
86828 00,Pathology,1.960347176,1.960347176,133.303608,133.303608
86829 00,Pathology,1.960347176,1.960347176,133.303608,133.303608
86830 00,Pathology,2.917157848,2.917157848,198.3667337,198.3667337
86831 00,Pathology,2.500595525,2.500595525,170.0404957,170.0404957
86832 00,Pathology,9.887247207,9.887247207,672.3328101,672.3328101
86833 00,Pathology,9.949853715,9.949853715,676.5900526,676.5900526
86834 00,Pathology,10.91979648,10.91979648,742.5461609,742.5461609
86835 00,Pathology,9.863120797,9.863120797,670.6922142,670.6922142
86849 00,Pathology,0,0,BR,BR
86850 00,Pathology,0.298373452,0.298373452,20.28939476,20.28939476
86860 00,Pathology,-,-,234.6,234.6
86870 00,Pathology,-,-,174.08,174.08
86880 00,Pathology,0.164609305,0.164609305,11.19343273,11.19343273
86885 00,Pathology,0.174687426,0.174687426,11.87874494,11.87874494
86886 00,Pathology,0.158195955,0.158195955,10.75732496,10.75732496
86890 00,Pathology,-,-,246.84,246.84
86891 00,Pathology,-,-,1243.04,1243.04
86900 00,Pathology,0.091313882,0.091313882,6.209343945,6.209343945
86901 00,Pathology,0.091313882,0.091313882,6.209343945,6.209343945
86902 00,Pathology,0.193927474,0.193927474,13.18706824,13.18706824
86904 00,Pathology,0.499019674,0.499019674,33.93333781,33.93333781
86905 00,Pathology,0.11696728,0.11696728,7.95377502,7.95377502
86906 00,Pathology,0.236683138,0.236683138,16.09445337,16.09445337
86910 00,Pathology,0,0,BR,BR
86911 00,Pathology,0,0,BR,BR
86920 00,Pathology,-,-,129.2,129.2
86921 00,Pathology,-,-,124.44,124.44
86922 00,Pathology,-,-,157.76,157.76
86923 00,Pathology,-,-,36.72,36.72
86927 00,Pathology,-,-,23.12,23.12
86930 00,Pathology,0,0,BR,BR
86931 00,Pathology,0,0,BR,BR
86932 00,Pathology,0,0,BR,BR
86940 00,Pathology,0.267833693,0.267833693,18.2126911,18.2126911
86941 00,Pathology,0.36983649,0.36983649,25.14888133,25.14888133
86945 00,Pathology,-,-,76.84,76.84
86950 00,Pathology,0,0,BR,BR
86960 00,Pathology,-,-,99.28,99.28
86965 00,Pathology,-,-,742.56,742.56
86970 00,Pathology,-,-,305.32,305.32
86971 00,Pathology,-,-,74.8,74.8
86972 00,Pathology,-,-,174.08,174.08
86975 00,Pathology,0,0,BR,BR
86976 00,Pathology,-,-,127.84,127.84
86977 00,Pathology,0,0,BR,BR
86978 00,Pathology,-,-,218.96,218.96
86985 00,Pathology,-,-,132.6,132.6
86999 00,Pathology,0,0,BR,BR
87003 00,Pathology,0.514289554,0.514289554,34.97168964,34.97168964
87015 00,Pathology,0.204005595,0.204005595,13.87238045,13.87238045
87040 00,Pathology,0.31517032,0.31517032,21.43158178,21.43158178
87045 00,Pathology,0.288295332,0.288295332,19.60408256,19.60408256
87046 00,Pathology,0.288295332,0.288295332,19.60408256,19.60408256
87070 00,Pathology,0.263252729,0.263252729,17.90118555,17.90118555
87071 00,Pathology,0.302038224,0.302038224,20.5385992,20.5385992
87073 00,Pathology,0.295014079,0.295014079,20.06095736,20.06095736
87075 00,Pathology,0.289211525,0.289211525,19.66638367,19.66638367
87076 00,Pathology,0.246761259,0.246761259,16.77976558,16.77976558
87077 00,Pathology,0.246761259,0.246761259,16.77976558,16.77976558
87081 00,Pathology,0.202478607,0.202478607,13.76854527,13.76854527
87084 00,Pathology,0.826711295,0.826711295,56.21636809,56.21636809
87086 00,Pathology,0.246455861,0.246455861,16.75899854,16.75899854
87088 00,Pathology,0.247066656,0.247066656,16.80053261,16.80053261
87101 00,Pathology,0.235461547,0.235461547,16.01138522,16.01138522
87102 00,Pathology,0.256839379,0.256839379,17.46507779,17.46507779
87103 00,Pathology,0.624843484,0.624843484,42.48935689,42.48935689
87106 00,Pathology,0.31517032,0.31517032,21.43158178,21.43158178
87107 00,Pathology,0.31517032,0.31517032,21.43158178,21.43158178
87109 00,Pathology,0.470006902,0.470006902,31.96046934,31.96046934
87110 00,Pathology,0.59857929,0.59857929,40.70339175,40.70339175
87116 00,Pathology,0.329829405,0.329829405,22.42839953,22.42839953
87118 00,Pathology,0.446185889,0.446185889,30.34064048,30.34064048
87140 00,Pathology,0.170106462,0.170106462,11.56723939,11.56723939
87143 00,Pathology,0.382357792,0.382357792,26.00032983,26.00032983
87147 00,Pathology,0.158195955,0.158195955,10.75732496,10.75732496
87149 00,Pathology,0.612322182,0.612322182,41.63790839,41.63790839
87150 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87152 00,Pathology,0.23637774,0.23637774,16.07368633,16.07368633
87153 00,Pathology,3.523066681,3.523066681,239.5685343,239.5685343
87154 00,Pathology,6.659500003,6.659500003,452.8460002,452.8460002
87158 00,Pathology,0.23637774,0.23637774,16.07368633,16.07368633
87164 00,Pathology,0.327997019,0.327997019,22.30379731,22.30379731
87164 26,Pathology,0.56,0.56,38.08,38.08
87166 00,Pathology,0.345099285,0.345099285,23.46675136,23.46675136
87168 00,Pathology,0.130404774,0.130404774,8.86752463,8.86752463
87169 00,Pathology,0.131626364,0.131626364,8.950592777,8.950592777
87172 00,Pathology,0.130404774,0.130404774,8.86752463,8.86752463
87176 00,Pathology,0.179573787,0.179573787,12.21101752,12.21101752
87177 00,Pathology,0.271803861,0.271803861,18.48266258,18.48266258
87181 00,Pathology,0.145063859,0.145063859,9.864342387,9.864342387
87184 00,Pathology,0.228437403,0.228437403,15.53374338,15.53374338
87185 00,Pathology,0.145063859,0.145063859,9.864342387,9.864342387
87186 00,Pathology,0.264168922,0.264168922,17.96348666,17.96348666
87187 00,Pathology,1.226782148,1.226782148,83.42118604,83.42118604
87188 00,Pathology,0.202784005,0.202784005,13.78931231,13.78931231
87190 00,Pathology,0.223245644,0.223245644,15.18070376,15.18070376
87197 00,Pathology,0.458707191,0.458707191,31.19208898,31.19208898
87205 00,Pathology,0.130404774,0.130404774,8.86752463,8.86752463
87206 00,Pathology,0.164609305,0.164609305,11.19343273,11.19343273
87207 00,Pathology,0.182933161,0.182933161,12.43945493,12.43945493
87207 26,Pathology,0.52,0.52,35.36,35.36
87209 00,Pathology,0.54910488,0.54910488,37.33913182,37.33913182
87210 00,Pathology,0.177741402,0.177741402,12.0864153,12.0864153
87220 00,Pathology,0.130404774,0.130404774,8.86752463,8.86752463
87230 00,Pathology,0.602854857,0.602854857,40.99413026,40.99413026
87250 00,Pathology,0.5973577,0.5973577,40.6203236,40.6203236
87252 00,Pathology,0.796171536,0.796171536,54.13966443,54.13966443
87253 00,Pathology,0.616903146,0.616903146,41.94941394,41.94941394
87254 00,Pathology,0.5973577,0.5973577,40.6203236,40.6203236
87255 00,Pathology,1.034076264,1.034076264,70.31718594,70.31718594
87260 00,Pathology,0.440688733,0.440688733,29.96683382,29.96683382
87265 00,Pathology,0.365866321,0.365866321,24.87890985,24.87890985
87267 00,Pathology,0.409843575,0.409843575,27.86936312,27.86936312
87269 00,Pathology,0.41564613,0.41564613,28.26393682,28.26393682
87270 00,Pathology,0.365866321,0.365866321,24.87890985,24.87890985
87271 00,Pathology,0.409843575,0.409843575,27.86936312,27.86936312
87272 00,Pathology,0.365866321,0.365866321,24.87890985,24.87890985
87273 00,Pathology,0.365866321,0.365866321,24.87890985,24.87890985
87274 00,Pathology,0.365866321,0.365866321,24.87890985,24.87890985
87275 00,Pathology,0.374112057,0.374112057,25.43961984,25.43961984
87276 00,Pathology,0.490773939,0.490773939,33.37262782,33.37262782
87278 00,Pathology,0.476420252,0.476420252,32.3965771,32.3965771
87279 00,Pathology,0.501768252,0.501768252,34.12024114,34.12024114
87280 00,Pathology,0.409843575,0.409843575,27.86936312,27.86936312
87281 00,Pathology,0.365866321,0.365866321,24.87890985,24.87890985
87283 00,Pathology,1.856817391,1.856817391,126.2635826,126.2635826
87285 00,Pathology,0.371974273,0.371974273,25.29425059,25.29425059
87290 00,Pathology,0.409843575,0.409843575,27.86936312,27.86936312
87299 00,Pathology,0.491690131,0.491690131,33.43492893,33.43492893
87300 00,Pathology,0.365866321,0.365866321,24.87890985,24.87890985
87301 00,Pathology,0.365866321,0.365866321,24.87890985,24.87890985
87305 00,Pathology,0.365866321,0.365866321,24.87890985,24.87890985
87320 00,Pathology,0.458096396,0.458096396,31.15055491,31.15055491
87324 00,Pathology,0.365866321,0.365866321,24.87890985,24.87890985
87327 00,Pathology,0.409843575,0.409843575,27.86936312,27.86936312
87328 00,Pathology,0.422059479,0.422059479,28.70004459,28.70004459
